,year,ws,plot,tree,history,species,sp_cd,dbh_cm,tr_ht_m,comments,treatment,plot_type,azimuth,dis_pl_ctr_m,cr_dam,deg_lean,plotNum,BA,biomass
2909,2013,80,50,2026,1,Sweetgum ,611,13.2,14.2,,,,,,,,80_50,136.847776,64.44267199
2910,2013,80,50,2027,1,Red Maple,316,8.1,13.9,,,,,,,,80_50,51.5299735,19.39523739
2911,2013,80,50,2028,1,Red Maple,316,16.9,19.7,,,,,,,,80_50,224.3175694,118.8380236
2912,2013,80,50,2029,1,Upland Blackgum,693,8.1,3.7,,,,,,,,80_50,51.5299735,19.39523739
2913,2013,80,50,2030,1,Sweetgum ,611,11.5,12.8,,,,,,,,80_50,103.8689071,45.83405071
2914,2013,80,50,2031,1,Post Oak,835,20.1,17.5,,,,,,,,80_50,317.308712,182.5889251
2915,2013,80,50,2032,1,Red Maple,316,10.7,14.4,,,,,,,,80_50,89.92023573,38.36773148
2916,2013,80,50,2033,1,Red Maple,316,9,14,,,,,,,,80_50,63.61725124,25.08369585
2917,2013,80,50,2034,1,Red Maple,316,15.3,18.1,,,,,,,,80_50,183.8538561,92.88233441
2918,2013,80,50,2035,1,Red Maple,316,12.3,13.9,,,,,,,,80_50,118.8228881,54.1165095
2919,2013,80,50,2036,1,Upland Blackgum,693,8.1,10.1,,,,,,,,80_50,51.5299735,19.39523739
2920,2013,80,50,2037,1,Red Maple,316,8.4,13.2,,,,,,,,80_50,55.41769441,21.19220532
2921,2013,80,50,2038,1,Sweetgum ,611,20.7,17.4,,,,,,,,80_50,336.535259,196.3745212
2922,2013,80,50,2039,1,Hickory,400,22.7,13.5,,,,,,,,80_50,404.7078196,246.6700482
2923,2013,80,50,2594,1,Upland Blackgum,693,12,10,,,,,,,,80_50,113.0973355,50.91324308
2924,2013,80,50,2595,1,Water Oak ,827,14.7,15,,,,,,,,80_50,169.7166891,84.11928689
2925,2013,80,50,2596,1,Sweetgum ,611,19.8,16.2,,,,,,,,80_50,307.907496,175.9175707
2926,2013,80,50,2597,1,Sweetgum ,611,10,14,,,,,,,,80_50,78.53981634,32.48248647
2927,2013,80,50,2598,1,Sweetgum ,611,11.3,13.9,,,,,,,,80_50,100.2874915,43.89201625
2928,2013,80,50,2599,1,Water Oak ,827,25.3,14.5,,,,,,,,80_50,502.7255104,322.3416266
2929,2013,80,50,2600,1,Hickory,400,10.9,9.8,,,,,,,,80_50,93.31315579,40.15928851
2935,2013,80,60,317,1,American Holly,591,7.9,7,,,,,,,,80_60,49.01669938,18.25118794
2936,2013,80,60,318,1,Water Oak ,827,8.1,10.8,,,,,,,,80_60,51.5299735,19.39523739
2937,2013,80,60,319,2,Water Oak ,827,7.6,7.7,,,,,,,,80_60,45.36459792,16.61469621
2938,2013,80,60,320,1,Water Oak ,827,7.8,8.5,,,,,,,,80_60,47.78362426,17.69514597
2939,2013,80,60,321,1,Water Oak ,827,11.9,14,,,,,,,,80_60,111.2202339,49.87158348
2942,2013,80,60,324,1,Sweetgum ,611,15.3,14.4,,,,,,,,80_60,183.8538561,92.88233441
2943,2013,80,60,325,1,Water Oak ,827,17.3,14.3,,,,,,,,80_60,235.0618163,125.9293052
2944,2013,80,60,326,1,Water Oak ,827,8.7,8.7,,,,,,,,80_60,59.44678699,23.08778979
2946,2013,80,60,328,1,Water Oak ,827,24,14,,,,,,,,80_60,452.3893421,283.027244
2947,2013,80,60,329,2,Musclewood,999,16.3,5.3,,,,,,,,80_60,208.672438,108.6568999
2948,2013,80,60,330,1,Water Oak ,827,14.9,12,,,,,,,,80_60,174.3662463,86.98262885
2949,2013,80,60,331,1,Sweetgum ,611,9.8,10.7,,,,,,,,80_60,75.42963961,30.9091849
2950,2013,80,60,332,1,Sweetgum ,611,7.6,10.5,,,,,,,,80_60,45.36459792,16.61469621
2952,2013,80,60,334,1,Post Oak,835,11.6,10.7,,,,,,,,80_60,105.6831769,46.82417211
2953,2013,80,60,335,1,Willow Oak,831,12.3,13,,,,,,,,80_60,118.8228881,54.1165095
2954,2013,80,60,336,1,Red Maple,316,12.5,11.7,,,,,,,,80_60,122.718463,56.31776819
2955,2013,80,60,337,1,Willow Oak,831,7.8,10,,,,,,,,80_60,47.78362426,17.69514597
2959,2013,80,60,341,1,Cherrybark Oak,813,25.4,14.6,,,,,,,,80_60,506.7074791,325.489849
2960,2013,80,60,342,1,Willow Oak,831,13.3,10.4,,,,,,,,80_60,138.9290811,65.65742273
2963,2013,80,60,345,1,Ash,540,16.5,12.8,,,,,,,,80_60,213.82465,111.9902574
2964,2013,80,60,346,1,Sweetgum ,611,13,8.5,,,,,,,,80_60,132.7322896,62.0539509
2965,2013,80,60,347,1,Cherrybark Oak,813,40,20.5,,,,,,,,80_60,1256.637061,984.8999549
2966,2013,80,60,348,1,Laurel Oak,820,10.7,8.9,,,,,,,,80_60,89.92023573,38.36773148
2967,2013,80,60,786,1,Sweetgum ,611,26.7,20.5,,,,,,,,80_60,559.9024967,368.047916
2968,2013,80,60,787,1,Sweetgum ,611,15.2,10.2,,,,,,,,80_60,181.4583917,91.38567152
2969,2013,80,60,788,1,Sweetgum ,611,10.2,8.5,,,,,,,,80_60,81.71282492,34.10349562
2970,2013,80,60,789,1,Water Oak ,827,7.7,8.5,,,,,,,,80_60,46.56625711,17.14967097
2971,2013,80,60,790,1,Sweetgum ,611,11.4,6.5,,,,,,,,80_60,102.0703453,44.85668306
2973,2013,80,60,792,1,Sweetgum ,611,20.1,11.8,,,,,,,,80_60,317.308712,182.5889251
2974,2013,80,60,793,1,Elm,970,11.7,6.5,,,,,,,,80_60,107.5131546,47.82709988
2975,2013,80,60,794,1,Elm,970,21,14.4,,,,,,,,80_60,346.3605901,203.4904984
2976,2013,80,60,795,1,Dogwood,491,10.6,7.1,,,,,,,,80_60,88.24733764,37.49046326
2978,2013,80,60,797,1,Post Oak,835,20,11.8,,,,,,,,80_60,314.1592654,180.3488132
2981,2013,80,60,840,1,Upland Blackgum,693,40.5,19.6,,,,,,,,80_60,1288.249338,1014.691765
2983,2013,80,60,842,1,Sweetgum ,611,16.2,14.2,,,,,,,,80_60,206.119894,107.0127117
2985,2013,80,60,844,1,Laurel Oak,820,8.3,7.1,,,,,,,,80_60,54.10607948,20.58234381
2987,2013,80,60,846,1,Sweetgum ,611,22.8,14.9,,,,,,,,80_60,408.2813813,249.363059
2988,2013,80,70,260,1,Water Oak ,827,9.5,10.5,,,,,,,,80_70,70.88218425,28.63766857
2989,2013,80,70,261,1,Sweetgum ,611,10,11.5,,,,,,,,80_70,78.53981634,32.48248647
2990,2013,80,70,262,1,Sweetgum ,611,16.2,17.1,,,,,,,,80_70,206.119894,107.0127117
2991,2013,80,70,263,1,Sweetgum ,611,11.7,12.7,,,,,,,,80_70,107.5131546,47.82709988
2992,2013,80,70,264,1,Sweetgum ,611,10,11.7,,,,,,,,80_70,78.53981634,32.48248647
2993,2013,80,70,265,1,Elm,970,11.7,11.5,,,,,,,,80_70,107.5131546,47.82709988
2994,2013,80,70,266,1,Elm,970,7.8,7.8,,,,,,,,80_70,47.78362426,17.69514597
2995,2013,80,70,267,1,Elm,970,8.4,7.8,,,,,,,,80_70,55.41769441,21.19220532
2996,2013,80,70,268,1,Elm,970,7.8,9,,,,,,,,80_70,47.78362426,17.69514597
2997,2013,80,70,269,1,Sweetgum ,611,14.4,15.5,,,,,,,,80_70,162.8601632,79.93142275
2998,2013,80,70,270,1,Cherrybark Oak,813,18.6,18.5,,,,,,,,80_70,271.7163486,150.6874495
2999,2013,80,70,271,1,Sweetgum ,611,15.1,10.5,,,,,,,,80_70,179.0786352,89.90352849
3001,2013,80,70,273,1,Sweetgum ,611,12.3,8.9,,,,,,,,80_70,118.8228881,54.1165095
3002,2013,80,70,274,1,Sweetgum ,611,19.7,13.9,,,,,,,,80_70,304.8051732,173.7263738
3003,2013,80,70,275,1,Cherrybark Oak,813,20.9,17.6,,,,,,,,80_70,343.0697718,201.1018899
3006,2013,80,70,278,1,Water Oak ,827,14,14.1,,,,,,,,80_70,153.93804,74.54573486
3009,2013,80,70,281,1,Upland Blackgum,693,20.4,15.7,,,,,,,,80_70,326.8512997,189.4076167
3010,2013,80,70,282,1,Red Maple,316,8.9,10.9,,,,,,,,80_70,62.21138852,24.40714312
3013,2013,80,70,285,1,Horsesugar,999,7.8,8.5,,,,,,,,80_70,47.78362426,17.69514597
3026,2013,80,70,298,1,Post Oak,835,11.4,9,,,,,,,,80_70,102.0703453,44.85668306
3027,2013,80,70,299,1,Upland Blackgum,693,30.3,20.7,,,,,,,,80_70,721.0661998,502.0037258
3028,2013,80,70,300,1,Water Oak ,827,16.5,13.9,,,,,,,,80_70,213.82465,111.9902574
3029,2013,80,70,301,1,Cherrybark Oak,813,22.1,21.3,,,,,,,,80_70,383.596317,230.8712854
3031,2013,80,70,303,1,Red Maple,316,8,10.4,,,,,,,,80_70,50.26548246,18.81786315
3032,2013,80,70,304,1,Red Maple,316,9,12.4,,,,,,,,80_70,63.61725124,25.08369585
3036,2013,80,70,309,1,Water Oak ,827,7.7,6.1,,,,,,,,80_70,46.56625711,17.14967097
3037,2013,80,70,310,1,Red Maple,316,22.7,17.8,,,,,,,,80_70,404.7078196,246.6700482
3038,2013,80,70,311,1,Red Maple,316,13,16.8,,,,,,,,80_70,132.7322896,62.0539509
3039,2013,80,70,2898,1,Water Oak ,827,12.7,13.4,,,,,,,,80_70,126.6768698,58.57209402
3040,2013,80,70,2899,1,Sweetgum ,611,27.5,15.4,,,,,,,,80_70,593.9573611,395.7562496
3041,2013,80,70,2900,1,Red Maple,316,15.2,18,,,,,,,,80_70,181.4583917,91.38567152
3042,2013,80,80,2550,1,Upland Blackgum,693,29.9,19.2,,,,,,,,80_80,702.1538121,485.9341679
3046,2013,80,80,2554,1,Red Maple,316,13.7,14.4,,,,,,,,80_80,147.4113813,70.65347484
3047,2013,80,80,2555,1,Red Maple,316,22.6,12.4,,,,,,,,80_80,401.1499659,243.9941938
3049,2013,80,80,2557,1,Upland Blackgum,693,8.1,6.6,,,,,,,,80_80,51.5299735,19.39523739
3054,2013,80,80,2562,1,Upland Blackgum,693,8.6,7.4,,,,,,,,80_80,58.08804816,22.44486495
3055,2013,80,80,2563,1,American Holly,591,8.7,9.6,,,,,,,,80_80,59.44678699,23.08778979
3056,2013,80,80,2564,1,American Holly,591,8.6,9.6,,,,,,,,80_80,58.08804816,22.44486495
3057,2013,80,80,2565,1,Upland Blackgum,693,20.2,12.1,,,,,,,,80_80,320.4738666,184.8454079
3060,2013,80,80,2568,1,Post Oak,835,14.2,10,,,,,,,,80_80,158.3676857,77.21042501
3061,2013,80,80,2569,1,Sweetgum ,611,7.8,4.9,,,,,,,,80_80,47.78362426,17.69514597
3062,2013,80,80,2570,1,Upland Blackgum,693,9.7,8.3,,,,,,,,80_80,73.89811319,30.1402798
3063,2013,80,80,2571,1,Upland Blackgum,693,7.7,4.7,,,,,,,,80_80,46.56625711,17.14967097
3064,2013,80,80,2572,2,Upland Blackgum,693,8.1,3,,,,,,,,80_80,51.5299735,19.39523739
3065,2013,80,80,2573,1,Sweetgum ,611,9.8,11.1,,,,,,,,80_80,75.42963961,30.9091849
3066,2013,80,80,2574,1,Post Oak,835,12.6,8.1,,,,,,,,80_80,124.6898124,57.4382728
3068,2013,80,80,2576,1,Upland Blackgum,693,10.6,7.4,,,,,,,,80_80,88.24733764,37.49046326
3070,2013,80,80,2578,1,Water Oak ,827,30.9,18.7,,,,,,,,80_80,749.9060204,526.6702601
3071,2013,80,80,2579,1,Sweetgum ,611,8.1,10.1,,,,,,,,80_80,51.5299735,19.39523739
3072,2013,80,80,2580,1,Post Oak,835,19.5,15.2,,,,,,,,80_80,298.6476516,169.3926617
3073,2013,80,80,2581,2,Musclewood,999,18.4,4.8,,,,,,,,80_80,265.9044022,146.7060739
3074,2013,80,80,2582,1,American Holly,591,10.2,9,,,,,,,,80_80,81.71282492,34.10349562
3075,2013,80,80,2583,1,Water Oak ,827,33.9,18.7,,,,,,,,80_80,902.5874234,660.2101348
3076,2013,80,80,2584,1,Red Maple,316,16.9,12.9,,,,,,,,80_80,224.3175694,118.8380236
3086,2013,80,90,2647,1,Water Oak ,827,8.5,8.2,,,,,,,,80_90,56.74501731,21.81302451
3092,2013,80,90,2653,1,Upland Blackgum,693,19,10.2,,,,,,,,80_90,283.528737,158.8407752
3094,2013,80,90,2655,1,Upland Blackgum,693,14.4,11.5,,,,,,,,80_90,162.8601632,79.93142275
3095,2013,80,90,2656,1,Water Oak ,827,11.1,10.7,,,,,,,,80_90,96.76890771,42.00057198
3096,2013,80,90,2657,1,Willow Oak,831,11.3,10.2,,,,,,,,80_90,100.2874915,43.89201625
3097,2013,80,90,2658,1,Water Oak ,827,10.4,10.8,,,,,,,,80_90,84.94866535,35.77267037
3098,2013,80,90,2659,1,Water Oak ,827,9.6,10.8,,,,,,,,80_90,72.38229474,29.38312731
3099,2013,80,90,2660,1,Upland Blackgum,693,10.1,6.3,,,,,,,,80_90,80.11846665,33.28699884
3100,2013,80,90,2661,1,Upland Blackgum,693,13.1,10.5,,,,,,,,80_90,134.7821788,63.24153076
3102,2013,80,90,2663,1,Red Bay,999,7.9,11,,,,,,,,80_90,49.01669938,18.25118794
3103,2013,80,90,2664,1,Upland Blackgum,693,11.8,8.6,,,,,,,,80_90,109.3588403,48.84288633
3104,2013,80,90,2665,1,Upland Blackgum,693,9.2,6.7,,,,,,,,80_90,66.47610055,26.47086095
3105,2013,80,90,2666,1,Water Oak ,827,8.2,11.5,,,,,,,,80_90,52.81017251,19.98337598
3106,2013,80,90,2667,1,Sweetgum ,611,15.6,11.9,,,,,,,,80_90,191.134497,97.45987096
3107,2013,80,90,2668,1,Upland Blackgum,693,11.8,10,,,,,,,,80_90,109.3588403,48.84288633
3108,2013,80,90,2669,1,Upland Blackgum,693,11.1,9.6,,,,,,,,80_90,96.76890771,42.00057198
3109,2013,80,90,2670,1,Willow Oak,831,9,9.7,,,,,,,,80_90,63.61725124,25.08369585
3110,2013,80,90,2671,1,American Holly,591,12.2,9.9,,,,,,,,80_90,116.8986626,53.03565507
3111,2013,80,90,2672,1,Upland Blackgum,693,15.6,11.4,,,,,,,,80_90,191.134497,97.45987096
3113,2013,80,90,2674,1,Water Oak ,827,7.8,9.6,,,,,,,,80_90,47.78362426,17.69514597
3114,2013,80,90,2675,1,Water Oak ,827,7.7,10.6,,,,,,,,80_90,46.56625711,17.14967097
3118,2013,80,90,2679,1,Upland Blackgum,693,14.4,8.7,,,,,,,,80_90,162.8601632,79.93142275
3119,2013,80,90,2680,1,Red Maple,316,16,10.9,,,,,,,,80_90,201.0619298,103.7691129
3127,2013,80,90,2688,1,Sweetgum ,611,17.6,12.6,,,,,,,,80_90,243.2849351,131.409072
3128,2013,80,90,2689,1,Upland Blackgum,693,10.1,3.5,,,,,,,,80_90,80.11846665,33.28699884
3129,2013,80,90,2690,1,Red Maple,316,10,9.7,,,,,,,,80_90,78.53981634,32.48248647
3130,2013,80,90,2691,1,Sweetgum ,611,7.9,3.7,,,,,,,,80_90,49.01669938,18.25118794
3133,2013,80,90,2694,1,Willow Oak,831,14.8,11.7,,,,,,,,80_90,172.0336137,85.54378509
3134,2013,80,90,2695,1,Water Oak ,827,13.3,11,,,,,,,,80_90,138.9290811,65.65742273
3135,2013,80,90,2696,1,Water Oak ,827,8.3,10.8,,,,,,,,80_90,54.10607948,20.58234381
3136,2013,80,100,201,1,Water Oak ,827,9.1,13.5,,,,,,,,80_100,65.03882191,25.77158142
3143,2013,80,100,208,1,Water Oak ,827,26.8,20.5,,,,,,,,80_100,564.1043769,371.4478413
3144,2013,80,100,209,1,Swamp Chestnut Oak,825,11.3,10.7,,,,,,,,80_100,100.2874915,43.89201625
3145,2013,80,100,210,1,Sweetgum ,611,10.6,11.2,,,,,,,,80_100,88.24733764,37.49046326
3146,2013,80,100,211,1,Water Oak ,827,9.6,10.8,,,,,,,,80_100,72.38229474,29.38312731
3150,2013,80,100,215,1,Sweetgum ,611,9.2,14.4,,,,,,,,80_100,66.47610055,26.47086095
3151,2013,80,100,216,2,Musclewood,999,9.3,3.2,,,,,,,,80_100,67.92908715,27.18159516
3160,2013,80,100,225,1,Post Oak,835,38.9,13.4,,,,,,,,80_100,1188.472355,921.0527531
3163,2013,80,100,228,1,Willow Oak,831,9.2,11.6,,,,,,,,80_100,66.47610055,26.47086095
3165,2013,80,100,230,1,Water Oak ,827,20,14.8,,,,,,,,80_100,314.1592654,180.3488132
3168,2013,80,100,233,1,Water Oak ,827,20.4,14.9,,,,,,,,80_100,326.8512997,189.4076167
3169,2013,80,100,234,1,Water Oak ,827,18.6,15.5,,,,,,,,80_100,271.7163486,150.6874495
3171,2013,80,100,236,1,Post Oak,835,34.5,15.9,,,,,,,,80_100,934.820164,688.9748912
3172,2013,80,100,237,1,Post Oak,835,36.4,19,,,,,,,,80_100,1040.621151,784.6188602
3174,2013,80,100,239,1,Sweetgum ,611,15.3,16.9,,,,,,,,80_100,183.8538561,92.88233441
3175,2013,80,100,240,1,Water Oak ,827,8,14.6,,,,,,,,80_100,50.26548246,18.81786315
3176,2013,80,100,241,1,Water Oak ,827,18.2,14.8,,,,,,,,80_100,260.1552876,142.7878409
3177,2013,80,100,242,1,Upland Blackgum,693,8,8.2,,,,,,,,80_100,50.26548246,18.81786315
3191,2013,80,110,489,2,Willow Oak,831,7.9,6.1,,,,,,,,80_110,49.01669938,18.25118794
3192,2013,80,110,490,1,Red Maple,316,8.8,10.9,,,,,,,,80_110,60.82123377,23.74186174
3194,2013,80,110,492,1,Upland Blackgum,693,27.5,15.3,,,,,,,,80_110,593.9573611,395.7562496
3201,2013,80,110,499,1,Upland Blackgum,693,15.2,10.4,,,,,,,,80_110,181.4583917,91.38567152
3202,2013,80,110,500,1,Red Maple,316,10.8,10.4,,,,,,,,80_110,91.60884178,39.25732153
3203,2013,80,110,2601,1,Red Bay,999,10.7,10.5,,,,,,,,80_110,89.92023573,38.36773148
3205,2013,80,110,2603,1,Upland Blackgum,693,12.2,7.9,,,,,,,,80_110,116.8986626,53.03565507
3206,2013,80,110,2604,1,Post Oak,835,10.6,5,,,,,,,,80_110,88.24733764,37.49046326
3208,2013,80,110,2606,1,Red Bay,999,8.3,8.9,,,,,,,,80_110,54.10607948,20.58234381
3209,2013,80,110,2607,1,Red Bay,999,9.5,9,,,,,,,,80_110,70.88218425,28.63766857
3210,2013,80,110,2608,1,Laurel Oak,820,10.9,11.9,,,,,,,,80_110,93.31315579,40.15928851
3211,2013,80,110,2609,1,Red Bay,999,9.1,10.4,,,,,,,,80_110,65.03882191,25.77158142
3213,2013,80,110,2611,1,Water Oak ,827,9.5,11.6,,,,,,,,80_110,70.88218425,28.63766857
3216,2013,80,110,2614,1,Upland Blackgum,693,14,8.1,,,,,,,,80_110,153.93804,74.54573486
3217,2013,80,110,2615,1,Upland Blackgum,693,23.7,13,,,,,,,,80_110,441.1502944,274.3766837
3221,2013,80,110,2619,1,Upland Blackgum,693,12.2,8.1,,,,,,,,80_110,116.8986626,53.03565507
3223,2013,80,110,2621,1,Upland Blackgum,693,17,12.1,,,,,,,,80_110,226.9800692,120.5879163
3224,2013,80,110,2622,1,Upland Blackgum,693,14.1,12.1,,,,,,,,80_110,156.1450089,75.87106426
3227,2013,80,110,2625,1,Water Oak ,827,8.5,10.3,,,,,,,,80_110,56.74501731,21.81302451
3228,2013,80,110,2626,2,Musclewood,999,9.9,9.3,,,,,,,,80_110,76.97687399,31.68990108
3231,2013,80,110,2629,1,Upland Blackgum,693,11.8,8.2,,,,,,,,80_110,109.3588403,48.84288633
3234,2013,80,110,2632,1,Post Oak,835,13.7,8,,,,,,,,80_110,147.4113813,70.65347484
3236,2013,80,110,2634,1,Red Bay,999,8,9.2,,,,,,,,80_110,50.26548246,18.81786315
3237,2013,80,110,2635,1,Upland Blackgum,693,11.7,6.6,,,,,,,,80_110,107.5131546,47.82709988
3238,2013,80,110,2636,1,Upland Blackgum,693,15.7,9.1,,,,,,,,80_110,193.5927933,99.01504088
3240,2013,80,110,2638,1,Upland Blackgum,693,17.5,13.3,,,,,,,,80_110,240.5281875,129.5670438
3241,2013,80,110,2639,1,Water Oak ,827,10.3,12.5,,,,,,,,80_110,83.32289115,34.93203388
3242,2013,80,110,2640,1,Water Oak ,827,8.1,9.4,,,,,,,,80_110,51.5299735,19.39523739
3243,2013,80,110,2641,1,Water Oak ,827,9.7,12.2,,,,,,,,80_110,73.89811319,30.1402798
3245,2013,80,110,2643,1,Upland Blackgum,693,9.6,7.5,,,,,,,,80_110,72.38229474,29.38312731
3247,2013,80,110,2645,1,Sweetgum ,611,10.7,11.2,,,,,,,,80_110,89.92023573,38.36773148
3248,2013,80,110,2646,1,Water Oak ,827,7.9,10.1,,,,,,,,80_110,49.01669938,18.25118794
3255,2013,80,120,2061,1,Sweetgum ,611,12.8,13,,,,,,,,80_120,128.6796351,59.71928135
3256,2013,80,120,2062,1,Cherrybark Oak,813,20.3,16.9,,,,,,,,80_120,323.6547292,187.1182943
3257,2013,80,120,2063,1,Upland Blackgum,693,7.8,11.9,,,,,,,,80_120,47.78362426,17.69514597
3258,2013,80,120,2064,1,Red Maple,316,8,8.4,,,,,,,,80_120,50.26548246,18.81786315
3260,2013,80,120,2066,1,Upland Blackgum,693,9.3,7.5,,,,,,,,80_120,67.92908715,27.18159516
3261,2013,80,120,2067,1,Upland Blackgum,693,13,12.4,,,,,,,,80_120,132.7322896,62.0539509
3262,2013,80,120,2068,1,Upland Blackgum,693,12.8,12.5,,,,,,,,80_120,128.6796351,59.71928135
3263,2013,80,120,2069,1,Red Maple,316,21.9,10.7,,,,,,,,80_120,376.6848131,225.7412279
3264,2013,80,120,2070,1,Upland Blackgum,693,13.3,12.1,,,,,,,,80_120,138.9290811,65.65742273
3265,2013,80,120,2071,1,Sweetgum ,611,21.1,16.8,,,,,,,,80_120,349.6671163,205.8957644
3266,2013,80,120,2072,1,Red Maple,316,8.1,13.6,,,,,,,,80_120,51.5299735,19.39523739
3267,2013,80,120,2073,1,Willow Oak,831,28.8,18.1,,,,,,,,80_120,651.4406526,443.2805898
3269,2013,80,120,2075,1,Red Maple,316,8.8,9.3,,,,,,,,80_120,60.82123377,23.74186174
3270,2013,80,120,2076,1,Red Maple,316,8.3,13.5,,,,,,,,80_120,54.10607948,20.58234381
3271,2013,80,120,2077,1,Water Oak ,827,7.8,11.7,,,,,,,,80_120,47.78362426,17.69514597
3273,2013,80,120,2079,1,Cherrybark Oak,813,18.2,13.4,,,,,,,,80_120,260.1552876,142.7878409
3274,2013,80,120,2080,1,Water Oak ,827,10.2,12.5,,,,,,,,80_120,81.71282492,34.10349562
3275,2013,80,120,2081,1,Swamp Blackgum,694,12.5,12.5,,,,,,,,80_120,122.718463,56.31776819
3277,2013,80,120,2083,1,Upland Blackgum,693,13.9,10.6,,,,,,,,80_120,151.7467792,73.23439093
3278,2013,80,120,2084,1,Cherrybark Oak,813,13.3,10.9,,,,,,,,80_120,138.9290811,65.65742273
3279,2013,80,120,2085,1,Water Oak ,827,14.3,14.5,,,,,,,,80_120,160.6060704,78.56386272
3280,2013,80,120,2086,1,Water Oak ,827,10.7,14.9,,,,,,,,80_120,89.92023573,38.36773148
3281,2013,80,120,2087,1,Red Maple,316,9.5,14.2,,,,,,,,80_120,70.88218425,28.63766857
3282,2013,80,120,2088,1,Upland Blackgum,693,21.4,15.7,,,,,,,,80_120,359.6809429,213.2118153
3283,2013,80,120,2089,1,Upland Blackgum,693,13,10.2,,,,,,,,80_120,132.7322896,62.0539509
3284,2013,80,120,2090,1,Upland Blackgum,693,22.9,14.6,,,,,,,,80_120,411.8706509,252.0732536
3285,2013,80,120,2091,1,Upland Blackgum,693,12.3,11.9,,,,,,,,80_120,118.8228881,54.1165095
3286,2013,80,120,2092,1,Water Oak ,827,11.3,13.1,,,,,,,,80_120,100.2874915,43.89201625
3287,2013,80,120,2093,1,Cherrybark Oak,813,12.1,14.9,,,,,,,,80_120,114.9901451,51.96791655
3288,2013,80,120,2094,1,Red Maple,316,14.1,14.8,,,,,,,,80_120,156.1450089,75.87106426
3289,2013,80,120,2095,1,American Holly,591,11.2,9.2,,,,,,,,80_120,98.52034562,42.93999706
3291,2013,80,120,2097,1,Post Oak,835,11.4,10.9,,,,,,,,80_120,102.0703453,44.85668306
3292,2013,80,120,2098,1,Water Oak ,827,10.8,11.9,,,,,,,,80_120,91.60884178,39.25732153
3293,2013,80,120,2099,1,Laurel Oak,820,10.6,11.3,,,,,,,,80_120,88.24733764,37.49046326
3294,2013,80,120,2100,1,Sweetgum ,611,11,10.6,,,,,,,,80_120,95.03317777,41.07368717
3301,2013,80,130,2910,1,Upland Blackgum,693,9.2,9.5,,,,,,,,80_130,66.47610055,26.47086095
3302,2013,80,130,2911,1,Upland Blackgum,693,12.5,8,,,,,,,,80_130,122.718463,56.31776819
3303,2013,80,130,2912,1,Upland Blackgum,693,9.8,8.5,,,,,,,,80_130,75.42963961,30.9091849
3305,2013,80,130,2914,1,Sweetgum ,611,13.7,5.1,,,,,,,,80_130,147.4113813,70.65347484
3306,2013,80,130,2915,1,Upland Blackgum,693,16,13.1,,,,,,,,80_130,201.0619298,103.7691129
3307,2013,80,130,2916,1,American Holly,591,11.7,8,,,,,,,,80_130,107.5131546,47.82709988
3308,2013,80,130,2917,1,Upland Blackgum,693,9,5.8,,,,,,,,80_130,63.61725124,25.08369585
3309,2013,80,130,2918,1,Upland Blackgum,693,15.2,11.9,,,,,,,,80_130,181.4583917,91.38567152
3311,2013,80,130,2920,1,Upland Blackgum,693,24.5,16.2,,,,,,,,80_130,471.4352476,297.795191
3312,2013,80,130,2921,1,Red Maple,316,8.8,11.8,,,,,,,,80_130,60.82123377,23.74186174
3313,2013,80,130,2922,1,Upland Blackgum,693,7.7,6.9,,,,,,,,80_130,46.56625711,17.14967097
3314,2013,80,130,2923,1,Upland Blackgum,693,17.7,13.8,,,,,,,,80_130,246.0573906,133.2665901
3315,2013,80,130,2924,1,Upland Blackgum,693,16.4,12,,,,,,,,80_130,211.24069,110.3160683
3316,2013,80,130,2925,1,Red Maple,316,13.8,12.6,,,,,,,,80_130,149.5712262,71.93698638
3317,2013,80,130,2926,1,Post Oak,835,8.6,5.5,,,,,,,,80_130,58.08804816,22.44486495
3318,2013,80,130,2927,1,Post Oak,835,19.7,14.4,,,,,,,,80_130,304.8051732,173.7263738
3319,2013,80,130,2928,1,Upland Blackgum,693,19.2,14.2,,,,,,,,80_130,289.529179,163.0132906
3320,2013,80,130,2929,1,Red Maple,316,8.7,10.5,,,,,,,,80_130,59.44678699,23.08778979
3321,2013,80,130,2930,1,Upland Blackgum,693,8.7,5.8,,,,,,,,80_130,59.44678699,23.08778979
3322,2013,80,130,2931,1,Red Maple,316,36.9,21.7,,,,,,,,80_130,1069.405993,810.9421322
3323,2013,80,130,2932,1,Water Oak ,827,15.1,11.8,,,,,,,,80_130,179.0786352,89.90352849
3325,2013,80,130,2934,1,Post Oak,835,16,5.5,,,,,,,,80_130,201.0619298,103.7691129
3326,2013,80,130,2935,1,Upland Blackgum,693,13.4,9,,,,,,,,80_130,141.0260942,66.88583089
3327,2013,80,130,2936,1,Upland Blackgum,693,10.5,9.6,,,,,,,,80_130,86.59014751,36.62546147
3329,2013,80,130,2938,1,Willow Oak,831,30.3,15.9,,,,,,,,80_130,721.0661998,502.0037258
3331,2013,80,130,2940,1,Sweetgum ,611,13.3,6.3,,,,,,,,80_130,138.9290811,65.65742273
3332,2013,80,130,2941,1,Upland Blackgum,693,14.1,12.7,,,,,,,,80_130,156.1450089,75.87106426
3334,2013,80,130,2943,1,Upland Blackgum,693,17.2,15.4,,,,,,,,80_130,232.3521927,124.1335182
